Interval,GMTIntervalEnd,STLF,MTLF,Actual Load,STWF,MTWF,Actual Wind, STSF, MTSF, Actual Solar
06/05/2023 00:35:00,06/05/2023 05:35:00,,,,,,,,,
06/05/2023 00:30:00,06/05/2023 05:30:00,,,,,,,,,
06/05/2023 00:25:00,06/05/2023 05:25:00,,,,,,,,,
06/05/2023 00:20:00,06/05/2023 05:20:00,,,,,,,,,
06/05/2023 00:15:00,06/05/2023 05:15:00,,,,,,,,,
06/05/2023 00:10:00,06/05/2023 05:10:00,,,,,,,,,
06/05/2023 00:05:00,06/05/2023 05:05:00,,,,,,,,,
06/05/2023 00:00:00,06/05/2023 05:00:00,,28458.834,,,3715.430,,,0.000,
06/04/2023 23:55:00,06/05/2023 04:55:00,,,,,,,,,
06/04/2023 23:50:00,06/05/2023 04:50:00,,,,,,,,,
06/04/2023 23:45:00,06/05/2023 04:45:00,,,,,,,,,
06/04/2023 23:40:00,06/05/2023 04:40:00,,,,,,,,,
06/04/2023 23:35:00,06/05/2023 04:35:00,,,,,,,,,
06/04/2023 23:30:00,06/05/2023 04:30:00,,,,,,,,,
06/04/2023 23:25:00,06/05/2023 04:25:00,,,,,,,,,
06/04/2023 23:20:00,06/05/2023 04:20:00,,,,,,,,,
06/04/2023 23:15:00,06/05/2023 04:15:00,,,,,,,,,
06/04/2023 23:10:00,06/05/2023 04:10:00,,,,,,,,,
06/04/2023 23:05:00,06/05/2023 04:05:00,,,,,,,,,
06/04/2023 23:00:00,06/05/2023 04:00:00,,30539.339,,,3840.620,,,0.000,
06/04/2023 22:55:00,06/05/2023 03:55:00,,,,,,,,,
06/04/2023 22:50:00,06/05/2023 03:50:00,,,,,,,,,
06/04/2023 22:45:00,06/05/2023 03:45:00,,,,,,,,,
06/04/2023 22:40:00,06/05/2023 03:40:00,,,,,,,,,
06/04/2023 22:35:00,06/05/2023 03:35:00,,,,,,,,,
06/04/2023 22:30:00,06/05/2023 03:30:00,,,,,,,,,
06/04/2023 22:25:00,06/05/2023 03:25:00,,,,,,,,,
06/04/2023 22:20:00,06/05/2023 03:20:00,,,,,,,,,
06/04/2023 22:15:00,06/05/2023 03:15:00,,,,,,,,,
06/04/2023 22:10:00,06/05/2023 03:10:00,,,,,,,,,
06/04/2023 22:05:00,06/05/2023 03:05:00,,,,,,,,,
06/04/2023 22:00:00,06/05/2023 03:00:00,,32379.234,,,3716.280,,,0.000,
06/04/2023 21:55:00,06/05/2023 02:55:00,,,,,,,,,
06/04/2023 21:50:00,06/05/2023 02:50:00,,,,,,,,,
06/04/2023 21:45:00,06/05/2023 02:45:00,,,,,,,,,
06/04/2023 21:40:00,06/05/2023 02:40:00,,,,,,,,,
06/04/2023 21:35:00,06/05/2023 02:35:00,,,,,,,,,
06/04/2023 21:30:00,06/05/2023 02:30:00,,,,,,,,,
06/04/2023 21:25:00,06/05/2023 02:25:00,,,,,,,,,
06/04/2023 21:20:00,06/05/2023 02:20:00,,,,,,,,,
06/04/2023 21:15:00,06/05/2023 02:15:00,,,,,,,,,
06/04/2023 21:10:00,06/05/2023 02:10:00,,,,,,,,,
06/04/2023 21:05:00,06/05/2023 02:05:00,,,,,,,,,
06/04/2023 21:00:00,06/05/2023 02:00:00,,33360.516,,,3387.620,,,16.960,
06/04/2023 20:55:00,06/05/2023 01:55:00,,,,,,,,,
06/04/2023 20:50:00,06/05/2023 01:50:00,,,,,,,,,
06/04/2023 20:45:00,06/05/2023 01:45:00,,,,,,,,,
06/04/2023 20:40:00,06/05/2023 01:40:00,,,,,,,,,
06/04/2023 20:35:00,06/05/2023 01:35:00,,,,,,,,,
06/04/2023 20:30:00,06/05/2023 01:30:00,,,,,,,,,
06/04/2023 20:25:00,06/05/2023 01:25:00,,,,,,,,,
06/04/2023 20:20:00,06/05/2023 01:20:00,,,,,,,,,
06/04/2023 20:15:00,06/05/2023 01:15:00,,,,,,,,,
06/04/2023 20:10:00,06/05/2023 01:10:00,,,,,,,,,
06/04/2023 20:05:00,06/05/2023 01:05:00,,,,,,,,,
06/04/2023 20:00:00,06/05/2023 01:00:00,,34473.928,,,3030.280,,,66.970,
06/04/2023 19:55:00,06/05/2023 00:55:00,,,,,,,,,
06/04/2023 19:50:00,06/05/2023 00:50:00,,,,,,,,,
06/04/2023 19:45:00,06/05/2023 00:45:00,,,,,,,,,
06/04/2023 19:40:00,06/05/2023 00:40:00,,,,,,,,,
06/04/2023 19:35:00,06/05/2023 00:35:00,,,,,,,,,
06/04/2023 19:30:00,06/05/2023 00:30:00,,,,,,,,,
06/04/2023 19:25:00,06/05/2023 00:25:00,,,,,,,,,
06/04/2023 19:20:00,06/05/2023 00:20:00,,,,,,,,,
06/04/2023 19:15:00,06/05/2023 00:15:00,,,,,,,,,
06/04/2023 19:10:00,06/05/2023 00:10:00,,,,,,,,,
06/04/2023 19:05:00,06/05/2023 00:05:00,,,,,,,,,
06/04/2023 19:00:00,06/05/2023 00:00:00,,35608.090,,,2865.170,,,112.820,
06/04/2023 18:55:00,06/04/2023 23:55:00,,,,,,,,,
06/04/2023 18:50:00,06/04/2023 23:50:00,,,,,,,,,
06/04/2023 18:45:00,06/04/2023 23:45:00,,,,,,,,,
06/04/2023 18:40:00,06/04/2023 23:40:00,,,,,,,,,
06/04/2023 18:35:00,06/04/2023 23:35:00,,,,,,,,,
06/04/2023 18:30:00,06/04/2023 23:30:00,,,,,,,,,
06/04/2023 18:25:00,06/04/2023 23:25:00,,,,,,,,,
06/04/2023 18:20:00,06/04/2023 23:20:00,,,,,,,,,
06/04/2023 18:15:00,06/04/2023 23:15:00,,,,,,,,,
06/04/2023 18:10:00,06/04/2023 23:10:00,,,,,,,,,
06/04/2023 18:05:00,06/04/2023 23:05:00,,,,,,,,,
06/04/2023 18:00:00,06/04/2023 23:00:00,,36240.842,,,2888.210,,,146.420,
06/04/2023 17:55:00,06/04/2023 22:55:00,,,,,,,,,
06/04/2023 17:50:00,06/04/2023 22:50:00,,,,,,,,,
06/04/2023 17:45:00,06/04/2023 22:45:00,,,,,,,,,
06/04/2023 17:40:00,06/04/2023 22:40:00,,,,,,,,,
06/04/2023 17:35:00,06/04/2023 22:35:00,,,,,,,,,
06/04/2023 17:30:00,06/04/2023 22:30:00,,,,,,,,,
06/04/2023 17:25:00,06/04/2023 22:25:00,,,,,,,,,
06/04/2023 17:20:00,06/04/2023 22:20:00,,,,,,,,,
06/04/2023 17:15:00,06/04/2023 22:15:00,,,,,,,,,
06/04/2023 17:10:00,06/04/2023 22:10:00,,,,,,,,,
06/04/2023 17:05:00,06/04/2023 22:05:00,,,,,,,,,
06/04/2023 17:00:00,06/04/2023 22:00:00,,36210.601,,,2905.990,,,171.700,
06/04/2023 16:55:00,06/04/2023 21:55:00,,,,,,,,,
06/04/2023 16:50:00,06/04/2023 21:50:00,,,,,,,,,
06/04/2023 16:45:00,06/04/2023 21:45:00,,,,,,,,,
06/04/2023 16:40:00,06/04/2023 21:40:00,,,,,,,,,
06/04/2023 16:35:00,06/04/2023 21:35:00,,,,,,,,,
06/04/2023 16:30:00,06/04/2023 21:30:00,,,,,,,,,
06/04/2023 16:25:00,06/04/2023 21:25:00,,,,,,,,,
06/04/2023 16:20:00,06/04/2023 21:20:00,,,,,,,,,
06/04/2023 16:15:00,06/04/2023 21:15:00,,,,,,,,,
06/04/2023 16:10:00,06/04/2023 21:10:00,,,,,,,,,
06/04/2023 16:05:00,06/04/2023 21:05:00,,,,,,,,,
06/04/2023 16:00:00,06/04/2023 21:00:00,,35723.282,,,2718.240,,,192.890,
06/04/2023 15:55:00,06/04/2023 20:55:00,,,,,,,,,
06/04/2023 15:50:00,06/04/2023 20:50:00,,,,,,,,,
06/04/2023 15:45:00,06/04/2023 20:45:00,,,,,,,,,
06/04/2023 15:40:00,06/04/2023 20:40:00,,,,,,,,,
06/04/2023 15:35:00,06/04/2023 20:35:00,,,,,,,,,
06/04/2023 15:30:00,06/04/2023 20:30:00,,,,,,,,,
06/04/2023 15:25:00,06/04/2023 20:25:00,,,,,,,,,
06/04/2023 15:20:00,06/04/2023 20:20:00,,,,,,,,,
06/04/2023 15:15:00,06/04/2023 20:15:00,,,,,,,,,
06/04/2023 15:10:00,06/04/2023 20:10:00,,,,,,,,,
06/04/2023 15:05:00,06/04/2023 20:05:00,,,,,,,,,
06/04/2023 15:00:00,06/04/2023 20:00:00,,34880.675,,,2383.950,,,204.770,
06/04/2023 14:55:00,06/04/2023 19:55:00,,,,,,,,,
06/04/2023 14:50:00,06/04/2023 19:50:00,,,,,,,,,
06/04/2023 14:45:00,06/04/2023 19:45:00,,,,,,,,,
06/04/2023 14:40:00,06/04/2023 19:40:00,,,,,,,,,
06/04/2023 14:35:00,06/04/2023 19:35:00,,,,,,,,,
06/04/2023 14:30:00,06/04/2023 19:30:00,,,,,,,,,
06/04/2023 14:25:00,06/04/2023 19:25:00,,,,,,,,,
06/04/2023 14:20:00,06/04/2023 19:20:00,,,,,,,,,
06/04/2023 14:15:00,06/04/2023 19:15:00,,,,,,,,,
06/04/2023 14:10:00,06/04/2023 19:10:00,,,,,,,,,
06/04/2023 14:05:00,06/04/2023 19:05:00,,,,,,,,,
06/04/2023 14:00:00,06/04/2023 19:00:00,,33725.886,,,1902.900,,,225.000,
06/04/2023 13:55:00,06/04/2023 18:55:00,,,,,,,,,
06/04/2023 13:50:00,06/04/2023 18:50:00,,,,,,,,,
06/04/2023 13:45:00,06/04/2023 18:45:00,,,,,,,,,
06/04/2023 13:40:00,06/04/2023 18:40:00,,,,,,,,,
06/04/2023 13:35:00,06/04/2023 18:35:00,,,,,,,,,
06/04/2023 13:30:00,06/04/2023 18:30:00,,,,,,,,,
06/04/2023 13:25:00,06/04/2023 18:25:00,,,,,,,,,
06/04/2023 13:20:00,06/04/2023 18:20:00,,,,,,,,,
06/04/2023 13:15:00,06/04/2023 18:15:00,,,,,,,,,
06/04/2023 13:10:00,06/04/2023 18:10:00,,,,,,,,,
06/04/2023 13:05:00,06/04/2023 18:05:00,,,,,,,,,
06/04/2023 13:00:00,06/04/2023 18:00:00,,32522.276,,,1321.520,,,218.370,
06/04/2023 12:55:00,06/04/2023 17:55:00,,,,,,,,,
06/04/2023 12:50:00,06/04/2023 17:50:00,,,,,,,,,
06/04/2023 12:45:00,06/04/2023 17:45:00,,,,,,,,,
06/04/2023 12:40:00,06/04/2023 17:40:00,,,,,,,,,
06/04/2023 12:35:00,06/04/2023 17:35:00,,,,,,,,,
06/04/2023 12:30:00,06/04/2023 17:30:00,,,,,,,,,
06/04/2023 12:25:00,06/04/2023 17:25:00,,,,,,,,,
06/04/2023 12:20:00,06/04/2023 17:20:00,,,,,,,,,
06/04/2023 12:15:00,06/04/2023 17:15:00,,,,,,,,,
06/04/2023 12:10:00,06/04/2023 17:10:00,,,,,,,,,
06/04/2023 12:05:00,06/04/2023 17:05:00,,,,,,,,,
06/04/2023 12:00:00,06/04/2023 17:00:00,,30960.780,,,1187.470,,,213.610,
06/04/2023 11:55:00,06/04/2023 16:55:00,,,,,,,,,
06/04/2023 11:50:00,06/04/2023 16:50:00,,,,,,,,,
06/04/2023 11:45:00,06/04/2023 16:45:00,,,,,,,,,
06/04/2023 11:40:00,06/04/2023 16:40:00,,,,,,,,,
06/04/2023 11:35:00,06/04/2023 16:35:00,,,,,,,,,
06/04/2023 11:30:00,06/04/2023 16:30:00,,,,,,,,,
06/04/2023 11:25:00,06/04/2023 16:25:00,,,,,,,,,
06/04/2023 11:20:00,06/04/2023 16:20:00,,,,,,,,,
06/04/2023 11:15:00,06/04/2023 16:15:00,,,,,,,,,
06/04/2023 11:10:00,06/04/2023 16:10:00,,,,,,,,,
06/04/2023 11:05:00,06/04/2023 16:05:00,,,,,,,,,
06/04/2023 11:00:00,06/04/2023 16:00:00,,29393.412,,,1102.850,,,196.590,
06/04/2023 10:55:00,06/04/2023 15:55:00,,,,,,,,,
06/04/2023 10:50:00,06/04/2023 15:50:00,,,,,,,,,
06/04/2023 10:45:00,06/04/2023 15:45:00,,,,,,,,,
06/04/2023 10:40:00,06/04/2023 15:40:00,,,,,,,,,
06/04/2023 10:35:00,06/04/2023 15:35:00,,,,,,,,,
06/04/2023 10:30:00,06/04/2023 15:30:00,,,,,,,,,
06/04/2023 10:25:00,06/04/2023 15:25:00,,,,,,,,,
06/04/2023 10:20:00,06/04/2023 15:20:00,,,,,,,,,
06/04/2023 10:15:00,06/04/2023 15:15:00,,,,,,,,,
06/04/2023 10:10:00,06/04/2023 15:10:00,,,,,,,,,
06/04/2023 10:05:00,06/04/2023 15:05:00,,,,,,,,,
06/04/2023 10:00:00,06/04/2023 15:00:00,,27777.302,,,1226.750,,,152.010,
06/04/2023 09:55:00,06/04/2023 14:55:00,,,,,,,,,
06/04/2023 09:50:00,06/04/2023 14:50:00,,,,,,,,,
06/04/2023 09:45:00,06/04/2023 14:45:00,,,,,,,,,
06/04/2023 09:40:00,06/04/2023 14:40:00,,,,,,,,,
06/04/2023 09:35:00,06/04/2023 14:35:00,,,,,,,,,
06/04/2023 09:30:00,06/04/2023 14:30:00,,,,,,,,,
06/04/2023 09:25:00,06/04/2023 14:25:00,,,,,,,,,
06/04/2023 09:20:00,06/04/2023 14:20:00,,,,,,,,,
06/04/2023 09:15:00,06/04/2023 14:15:00,,,,,,,,,
06/04/2023 09:10:00,06/04/2023 14:10:00,,,,,,,,,
06/04/2023 09:05:00,06/04/2023 14:05:00,,,,,,,,,
06/04/2023 09:00:00,06/04/2023 14:00:00,,26067.947,,,1530.230,,,103.470,
06/04/2023 08:55:00,06/04/2023 13:55:00,,,,,,,,,
06/04/2023 08:50:00,06/04/2023 13:50:00,,,,,,,,,
06/04/2023 08:45:00,06/04/2023 13:45:00,,,,,,,,,
06/04/2023 08:40:00,06/04/2023 13:40:00,,,,,,,,,
06/04/2023 08:35:00,06/04/2023 13:35:00,,,,,,,,,
06/04/2023 08:30:00,06/04/2023 13:30:00,,,,,,,,,
06/04/2023 08:25:00,06/04/2023 13:25:00,,,,,,,,,
06/04/2023 08:20:00,06/04/2023 13:20:00,,,,,,,,,
06/04/2023 08:15:00,06/04/2023 13:15:00,,,,,,,,,
06/04/2023 08:10:00,06/04/2023 13:10:00,,,,,,,,,
06/04/2023 08:05:00,06/04/2023 13:05:00,,,,,,,,,
06/04/2023 08:00:00,06/04/2023 13:00:00,,24578.097,,,1825.770,,,38.280,
06/04/2023 07:55:00,06/04/2023 12:55:00,,,,,,,,,
06/04/2023 07:50:00,06/04/2023 12:50:00,,,,,,,,,
06/04/2023 07:45:00,06/04/2023 12:45:00,,,,,,,,,
06/04/2023 07:40:00,06/04/2023 12:40:00,,,,,,,,,
06/04/2023 07:35:00,06/04/2023 12:35:00,,,,,,,,,
06/04/2023 07:30:00,06/04/2023 12:30:00,,,,,,,,,
06/04/2023 07:25:00,06/04/2023 12:25:00,,,,,,,,,
06/04/2023 07:20:00,06/04/2023 12:20:00,,,,,,,,,
06/04/2023 07:15:00,06/04/2023 12:15:00,,,,,,,,,
06/04/2023 07:10:00,06/04/2023 12:10:00,,,,,,,,,
06/04/2023 07:05:00,06/04/2023 12:05:00,,,,,,,,,
06/04/2023 07:00:00,06/04/2023 12:00:00,,23742.702,,,2006.960,,,1.470,
06/04/2023 06:55:00,06/04/2023 11:55:00,,,,,,,,,
06/04/2023 06:50:00,06/04/2023 11:50:00,,,,,,,,,
06/04/2023 06:45:00,06/04/2023 11:45:00,,,,,,,,,
06/04/2023 06:40:00,06/04/2023 11:40:00,,,,,,,,,
06/04/2023 06:35:00,06/04/2023 11:35:00,,,,,,,,,
06/04/2023 06:30:00,06/04/2023 11:30:00,,,,,,,,,
06/04/2023 06:25:00,06/04/2023 11:25:00,,,,,,,,,
06/04/2023 06:20:00,06/04/2023 11:20:00,,,,,,,,,
06/04/2023 06:15:00,06/04/2023 11:15:00,,,,,,,,,
06/04/2023 06:10:00,06/04/2023 11:10:00,,,,,,,,,
06/04/2023 06:05:00,06/04/2023 11:05:00,,,,,,,,,
06/04/2023 06:00:00,06/04/2023 11:00:00,,23701.522,,,2060.980,,,0.010,
06/04/2023 05:55:00,06/04/2023 10:55:00,,,,,,,,,
06/04/2023 05:50:00,06/04/2023 10:50:00,,,,,,,,,
06/04/2023 05:45:00,06/04/2023 10:45:00,,,,,,,,,
06/04/2023 05:40:00,06/04/2023 10:40:00,,,,,,,,,
06/04/2023 05:35:00,06/04/2023 10:35:00,,,,,,,,,
06/04/2023 05:30:00,06/04/2023 10:30:00,,,,,,,,,
06/04/2023 05:25:00,06/04/2023 10:25:00,,,,,,,,,
06/04/2023 05:20:00,06/04/2023 10:20:00,,,,,,,,,
06/04/2023 05:15:00,06/04/2023 10:15:00,,,,,,,,,
06/04/2023 05:10:00,06/04/2023 10:10:00,,,,,,,,,
06/04/2023 05:05:00,06/04/2023 10:05:00,,,,,,,,,
06/04/2023 05:00:00,06/04/2023 10:00:00,,23814.338,,,2098.130,,,0.000,
06/04/2023 04:55:00,06/04/2023 09:55:00,,,,,,,,,
06/04/2023 04:50:00,06/04/2023 09:50:00,,,,,,,,,
06/04/2023 04:45:00,06/04/2023 09:45:00,,,,,,,,,
06/04/2023 04:40:00,06/04/2023 09:40:00,,,,,,,,,
06/04/2023 04:35:00,06/04/2023 09:35:00,,,,,,,,,
06/04/2023 04:30:00,06/04/2023 09:30:00,,,,,,,,,
06/04/2023 04:25:00,06/04/2023 09:25:00,,,,,,,,,
06/04/2023 04:20:00,06/04/2023 09:20:00,,,,,,,,,
06/04/2023 04:15:00,06/04/2023 09:15:00,,,,,,,,,
06/04/2023 04:10:00,06/04/2023 09:10:00,,,,,,,,,
06/04/2023 04:05:00,06/04/2023 09:05:00,,,,,,,,,
06/04/2023 04:00:00,06/04/2023 09:00:00,,24079.837,,,2258.470,,,0.000,
06/04/2023 03:55:00,06/04/2023 08:55:00,,,,,,,,,
06/04/2023 03:50:00,06/04/2023 08:50:00,,,,,,,,,
06/04/2023 03:45:00,06/04/2023 08:45:00,,,,,,,,,
06/04/2023 03:40:00,06/04/2023 08:40:00,,,,,,,,,
06/04/2023 03:35:00,06/04/2023 08:35:00,,,,,,,,,
06/04/2023 03:30:00,06/04/2023 08:30:00,,,,,,,,,
06/04/2023 03:25:00,06/04/2023 08:25:00,,,,,,,,,
06/04/2023 03:20:00,06/04/2023 08:20:00,,,,,,,,,
06/04/2023 03:15:00,06/04/2023 08:15:00,,,,,,,,,
06/04/2023 03:10:00,06/04/2023 08:10:00,,,,,,,,,
06/04/2023 03:05:00,06/04/2023 08:05:00,,,,,,,,,
06/04/2023 03:00:00,06/04/2023 08:00:00,,24599.360,,,2513.380,,,0.000,
06/04/2023 02:55:00,06/04/2023 07:55:00,,,,,,,,,
06/04/2023 02:50:00,06/04/2023 07:50:00,,,,,,,,,
06/04/2023 02:45:00,06/04/2023 07:45:00,,,,,,,,,
06/04/2023 02:40:00,06/04/2023 07:40:00,,,,,,,,,
06/04/2023 02:35:00,06/04/2023 07:35:00,,,,,,,,,
06/04/2023 02:30:00,06/04/2023 07:30:00,,,,,,,,,
06/04/2023 02:25:00,06/04/2023 07:25:00,,,,,,,,,
06/04/2023 02:20:00,06/04/2023 07:20:00,,,,,,,,,
06/04/2023 02:15:00,06/04/2023 07:15:00,,,,,,,,,
06/04/2023 02:10:00,06/04/2023 07:10:00,,,,,,,,,
06/04/2023 02:05:00,06/04/2023 07:05:00,,,,,,,,,
06/04/2023 02:00:00,06/04/2023 07:00:00,,25333.488,,,2765.700,,,0.000,
06/04/2023 01:55:00,06/04/2023 06:55:00,,,,,,,,,
06/04/2023 01:50:00,06/04/2023 06:50:00,,,,,,,,,
06/04/2023 01:45:00,06/04/2023 06:45:00,,,,,,,,,
06/04/2023 01:40:00,06/04/2023 06:40:00,,,,,,,,,
06/04/2023 01:35:00,06/04/2023 06:35:00,,,,,,,,,
06/04/2023 01:30:00,06/04/2023 06:30:00,,,,,,,,,
06/04/2023 01:25:00,06/04/2023 06:25:00,,,,,,,,,
06/04/2023 01:20:00,06/04/2023 06:20:00,,,,,,,,,
06/04/2023 01:15:00,06/04/2023 06:15:00,,,,,,,,,
06/04/2023 01:10:00,06/04/2023 06:10:00,,,,,,,,,
06/04/2023 01:05:00,06/04/2023 06:05:00,,,,,,,,,
06/04/2023 01:00:00,06/04/2023 06:00:00,,26443.805,,,3106.220,,,0.000,
06/04/2023 00:55:00,06/04/2023 05:55:00,,,,,,,,,
06/04/2023 00:50:00,06/04/2023 05:50:00,,,,,,,,,
06/04/2023 00:45:00,06/04/2023 05:45:00,,,,,,,,,
06/04/2023 00:40:00,06/04/2023 05:40:00,,,,,,,,,
06/04/2023 00:35:00,06/04/2023 05:35:00,,,,,,,,,
06/04/2023 00:30:00,06/04/2023 05:30:00,,,,,,,,,
06/04/2023 00:25:00,06/04/2023 05:25:00,,,,,,,,,
06/04/2023 00:20:00,06/04/2023 05:20:00,,,,,,,,,
06/04/2023 00:15:00,06/04/2023 05:15:00,,,,,,,,,
06/04/2023 00:10:00,06/04/2023 05:10:00,,,,,,,,,
06/04/2023 00:05:00,06/04/2023 05:05:00,,,,,,,,,
06/04/2023 00:00:00,06/04/2023 05:00:00,,28227.691,,,3702.290,,,0.000,
06/03/2023 23:55:00,06/04/2023 04:55:00,,,,,,,,,
06/03/2023 23:50:00,06/04/2023 04:50:00,,,,,,,,,
06/03/2023 23:45:00,06/04/2023 04:45:00,,,,,,,,,
06/03/2023 23:40:00,06/04/2023 04:40:00,,,,,,,,,
06/03/2023 23:35:00,06/04/2023 04:35:00,,,,,,,,,
06/03/2023 23:30:00,06/04/2023 04:30:00,,,,,,,,,
06/03/2023 23:25:00,06/04/2023 04:25:00,,,,,,,,,
06/03/2023 23:20:00,06/04/2023 04:20:00,,,,,,,,,
06/03/2023 23:15:00,06/04/2023 04:15:00,,,,,,,,,
06/03/2023 23:10:00,06/04/2023 04:10:00,,,,,,,,,
06/03/2023 23:05:00,06/04/2023 04:05:00,,,,,,,,,
06/03/2023 23:00:00,06/04/2023 04:00:00,,30069.446,,,4411.620,,,0.000,
06/03/2023 22:55:00,06/04/2023 03:55:00,,,,,,,,,
06/03/2023 22:50:00,06/04/2023 03:50:00,,,,,,,,,
06/03/2023 22:45:00,06/04/2023 03:45:00,,,,,,,,,
06/03/2023 22:40:00,06/04/2023 03:40:00,,,,,,,,,
06/03/2023 22:35:00,06/04/2023 03:35:00,,,,,,,,,
06/03/2023 22:30:00,06/04/2023 03:30:00,,,,,,,,,
06/03/2023 22:25:00,06/04/2023 03:25:00,,,,,,,,,
06/03/2023 22:20:00,06/04/2023 03:20:00,,,,,,,,,
06/03/2023 22:15:00,06/04/2023 03:15:00,,,,,,,,,
06/03/2023 22:10:00,06/04/2023 03:10:00,,,,,,,,,
06/03/2023 22:05:00,06/04/2023 03:05:00,,,,,,,,,
06/03/2023 22:00:00,06/04/2023 03:00:00,,31615.588,,,4747.860,,,0.000,
06/03/2023 21:55:00,06/04/2023 02:55:00,,,,,,,,,
06/03/2023 21:50:00,06/04/2023 02:50:00,,,,,,,,,
06/03/2023 21:45:00,06/04/2023 02:45:00,,,,,,,,,
06/03/2023 21:40:00,06/04/2023 02:40:00,,,,,,,,,
06/03/2023 21:35:00,06/04/2023 02:35:00,,,,,,,,,
06/03/2023 21:30:00,06/04/2023 02:30:00,,,,,,,,,
06/03/2023 21:25:00,06/04/2023 02:25:00,,,,,,,,,
06/03/2023 21:20:00,06/04/2023 02:20:00,,,,,,,,,
06/03/2023 21:15:00,06/04/2023 02:15:00,,,,,,,,,
06/03/2023 21:10:00,06/04/2023 02:10:00,,,,,,,,,
06/03/2023 21:05:00,06/04/2023 02:05:00,,,,,,,,,
06/03/2023 21:00:00,06/04/2023 02:00:00,,32469.071,,,4742.430,,,20.340,
06/03/2023 20:55:00,06/04/2023 01:55:00,,,,,,,,,
06/03/2023 20:50:00,06/04/2023 01:50:00,,,,,,,,,
06/03/2023 20:45:00,06/04/2023 01:45:00,,,,,,,,,
06/03/2023 20:40:00,06/04/2023 01:40:00,,,,,,,,,
06/03/2023 20:35:00,06/04/2023 01:35:00,,,,,,,,,
06/03/2023 20:30:00,06/04/2023 01:30:00,,,,,,,,,
06/03/2023 20:25:00,06/04/2023 01:25:00,,,,,,,,,
06/03/2023 20:20:00,06/04/2023 01:20:00,,,,,,,,,
06/03/2023 20:15:00,06/04/2023 01:15:00,,,,,,,,,
06/03/2023 20:10:00,06/04/2023 01:10:00,,,,,,,,,
06/03/2023 20:05:00,06/04/2023 01:05:00,,,,,,,,,
06/03/2023 20:00:00,06/04/2023 01:00:00,,33623.148,,,4918.190,,,87.200,
06/03/2023 19:55:00,06/04/2023 00:55:00,,,,,,,,,
06/03/2023 19:50:00,06/04/2023 00:50:00,,,,,,,,,
06/03/2023 19:45:00,06/04/2023 00:45:00,,,,,,,,,
06/03/2023 19:40:00,06/04/2023 00:40:00,,,,,,,,,
06/03/2023 19:35:00,06/04/2023 00:35:00,,,,,,,,,
06/03/2023 19:30:00,06/04/2023 00:30:00,,,,,,,,,
06/03/2023 19:25:00,06/04/2023 00:25:00,,,,,,,,,
06/03/2023 19:20:00,06/04/2023 00:20:00,,,,,,,,,
06/03/2023 19:15:00,06/04/2023 00:15:00,,,,,,,,,
06/03/2023 19:10:00,06/04/2023 00:10:00,,,,,,,,,
06/03/2023 19:05:00,06/04/2023 00:05:00,,,,,,,,,
06/03/2023 19:00:00,06/04/2023 00:00:00,,34888.354,,,4970.040,,,135.930,
06/03/2023 18:55:00,06/03/2023 23:55:00,,,,,,,,,
06/03/2023 18:50:00,06/03/2023 23:50:00,,,,,,,,,
06/03/2023 18:45:00,06/03/2023 23:45:00,,,,,,,,,
06/03/2023 18:40:00,06/03/2023 23:40:00,,,,,,,,,
06/03/2023 18:35:00,06/03/2023 23:35:00,,,,,,,,,
06/03/2023 18:30:00,06/03/2023 23:30:00,,,,,,,,,
06/03/2023 18:25:00,06/03/2023 23:25:00,,,,,,,,,
06/03/2023 18:20:00,06/03/2023 23:20:00,,,,,,,,,
06/03/2023 18:15:00,06/03/2023 23:15:00,,,,,,,,,
06/03/2023 18:10:00,06/03/2023 23:10:00,,,,,,,,,
06/03/2023 18:05:00,06/03/2023 23:05:00,,,,,,,,,
06/03/2023 18:00:00,06/03/2023 23:00:00,,35638.268,,,4526.540,,,186.660,
06/03/2023 17:55:00,06/03/2023 22:55:00,,,,,,,,,
06/03/2023 17:50:00,06/03/2023 22:50:00,,,,,,,,,
06/03/2023 17:45:00,06/03/2023 22:45:00,,,,,,,,,
06/03/2023 17:40:00,06/03/2023 22:40:00,,,,,,,,,
06/03/2023 17:35:00,06/03/2023 22:35:00,,,,,,,,,
06/03/2023 17:30:00,06/03/2023 22:30:00,,,,,,,,,
06/03/2023 17:25:00,06/03/2023 22:25:00,,,,,,,,,
06/03/2023 17:20:00,06/03/2023 22:20:00,,,,,,,,,
06/03/2023 17:15:00,06/03/2023 22:15:00,,,,,,,,,
06/03/2023 17:10:00,06/03/2023 22:10:00,,,,,,,,,
06/03/2023 17:05:00,06/03/2023 22:05:00,,,,,,,,,
06/03/2023 17:00:00,06/03/2023 22:00:00,,35669.488,,,4237.530,,,223.680,
06/03/2023 16:55:00,06/03/2023 21:55:00,,,,,,,,,
06/03/2023 16:50:00,06/03/2023 21:50:00,,,,,,,,,
06/03/2023 16:45:00,06/03/2023 21:45:00,,,,,,,,,
06/03/2023 16:40:00,06/03/2023 21:40:00,,,,,,,,,
06/03/2023 16:35:00,06/03/2023 21:35:00,,,,,,,,,
06/03/2023 16:30:00,06/03/2023 21:30:00,,,,,,,,,
06/03/2023 16:25:00,06/03/2023 21:25:00,,,,,,,,,
06/03/2023 16:20:00,06/03/2023 21:20:00,,,,,,,,,
